AUC,accuracy,loss,precision,val_AUC,val_accuracy,val_loss,val_precision
0.780082106590271,0.4000000059604645,5.0058465003967285,0.5208665132522583,0.9002736806869507,0.5886116623878479,2.9385886192321777,0.7696709632873535
0.8880994319915771,0.5710416436195374,2.620616912841797,0.6499917507171631,0.9398254752159119,0.68458092212677,2.099855899810791,0.7532808184623718
0.9191209673881531,0.6390625238418579,2.0627071857452393,0.7006587982177734,0.9511815905570984,0.7165706753730774,1.714997410774231,0.7842659950256348
0.9356092810630798,0.6787499785423279,1.7267181873321533,0.7322496771812439,0.9592549204826355,0.7511196136474609,1.4890661239624023,0.7838038802146912
0.9448955059051514,0.7109375,1.5278282165527344,0.757369339466095,0.9712167978286743,0.792706310749054,1.3033639192581177,0.844660222530365
0.9525430202484131,0.7381250262260437,1.4179022312164307,0.7788461446762085,0.9629697799682617,0.75175940990448,1.3230623006820679,0.7983871102333069
0.9590609669685364,0.7596874833106995,1.3124498128890991,0.7973307967185974,0.9735469222068787,0.793346107006073,1.1948500871658325,0.8424068689346313
0.9646613597869873,0.7757291793823242,1.2694015502929688,0.8084295392036438,0.9744261503219604,0.8112604022026062,1.1384996175765991,0.8514644503593445
0.9665857553482056,0.7853124737739563,1.2366706132888794,0.8187114596366882,0.9725384712219238,0.8067818284034729,1.1767675876617432,0.8432888388633728
0.9699616432189941,0.8050000071525574,1.1995559930801392,0.8339545726776123,0.9740497469902039,0.823416531085968,1.15821373462677,0.8463648557662964
0.9736724495887756,0.8140624761581421,1.1337867975234985,0.8381302952766418,0.9704889059066772,0.8074216246604919,1.2037644386291504,0.8307059407234192
0.9750396013259888,0.8207291960716248,1.1294080018997192,0.8468478322029114,0.9788759350776672,0.8310940265655518,1.0880645513534546,0.8489933013916016
0.9764967560768127,0.8323958516120911,1.096818447113037,0.8519008159637451,0.9815863370895386,0.8419705629348755,1.0971165895462036,0.8575268983840942
0.9804685711860657,0.8455208539962769,1.052310585975647,0.8664105534553528,0.9811703562736511,0.8355726003646851,1.08668053150177,0.8561782836914062
0.9797291159629822,0.8421875238418579,1.0881348848342896,0.8651081323623657,0.9761951565742493,0.8272552490234375,1.1373330354690552,0.8433734774589539
0.9825520515441895,0.8542708158493042,1.0256948471069336,0.8741649389266968,0.9819930195808411,0.8406909704208374,1.0592440366744995,0.8554376363754272
0.9822863340377808,0.8571875095367432,1.0421338081359863,0.8782408833503723,0.9833104610443115,0.8387715816497803,1.0622446537017822,0.8535116910934448
0.983437180519104,0.862708330154419,1.0270668268203735,0.8777970671653748,0.9827821850776672,0.8432501554489136,1.1005815267562866,0.8613529801368713
0.9834707379341125,0.8636458516120911,1.029704213142395,0.8792113661766052,0.980317234992981,0.8419705629348755,1.0988974571228027,0.8602006435394287
0.9863322973251343,0.8773958086967468,0.9473602175712585,0.8924487829208374,0.9769451022148132,0.8438899517059326,1.0487427711486816,0.860357403755188
0.986050546169281,0.8733333349227905,0.9856559038162231,0.8894407153129578,0.9852228760719299,0.865003228187561,1.0005453824996948,0.8761528134346008
0.9859524965286255,0.8766666650772095,0.9900089502334595,0.8883265256881714,0.9837878346443176,0.8477287292480469,1.0693331956863403,0.861751139163971
0.9878793954849243,0.8841666579246521,0.9578808546066284,0.8972263932228088,0.9870158433914185,0.8841970562934875,0.9764636754989624,0.8931398391723633
0.9873683452606201,0.887291669845581,0.9585389494895935,0.9004291892051697,0.9864945411682129,0.8707613348960876,1.008868932723999,0.8811556100845337
0.988659143447876,0.8887500166893005,0.9372444748878479,0.9012557864189148,0.9850060939788818,0.864363431930542,0.9945518374443054,0.8723822236061096
0.9895244240760803,0.8984375,0.8820558786392212,0.9103085994720459,0.985268771648407,0.8694817423820496,0.9715420603752136,0.8822759985923767
0.9896033406257629,0.8989583253860474,0.9090278148651123,0.9105499386787415,0.9856186509132385,0.8829174637794495,0.9890418648719788,0.8907067775726318
0.989364504814148,0.8941666483879089,0.9382928609848022,0.9055353999137878,0.9832481145858765,0.8611644506454468,1.0974622964859009,0.8701044321060181
0.9887099862098694,0.8893749713897705,1.000875473022461,0.902952253818512,0.9855477809906006,0.8656429648399353,1.1392000913619995,0.8795260190963745
0.9912171959877014,0.9037500023841858,0.9253262281417847,0.9155004620552063,0.9869731664657593,0.8835572600364685,0.9672013521194458,0.893672525882721
0.9893612265586853,0.8966666460037231,0.9328526854515076,0.9067805409431458,0.9828501343727112,0.8515675067901611,1.1319575309753418,0.8604954481124878
0.9920830130577087,0.9080208539962769,0.8883392214775085,0.917704701423645,0.9813676476478577,0.8586052656173706,1.0244892835617065,0.8680601119995117
0.9915170073509216,0.9106249809265137,0.868747889995575,0.9179753661155701,0.9838707447052002,0.8720409274101257,0.9789804816246033,0.8814332485198975
