AUC,accuracy,loss,precision,val_AUC,val_accuracy,val_loss,val_precision
0.9936562776565552,0.9228125214576721,0.7987177968025208,0.9303139448165894,0.9817659854888916,0.8675623536109924,1.0446232557296753,0.8743489384651184
0.9925879836082458,0.9166666865348816,0.8506501317024231,0.9266610145568848,0.9865116477012634,0.8816378712654114,0.9593983888626099,0.8896104097366333
0.9921970367431641,0.9147916436195374,0.8634132742881775,0.9228319525718689,0.9874463081359863,0.8841970562934875,1.0540815591812134,0.8898249864578247
0.9923864006996155,0.9203125238418579,0.881737470626831,0.9301137924194336,0.986011266708374,0.8777990937232971,1.0023589134216309,0.8844647407531738
0.9922938346862793,0.9136458039283752,0.8963479399681091,0.9219465255737305,0.984964907169342,0.8682021498680115,1.038441777229309,0.8815445303916931
0.993100106716156,0.9192708134651184,0.8645919561386108,0.9281768202781677,0.977142870426178,0.8573256731033325,1.1417789459228516,0.8600260615348816
0.9922531843185425,0.9130208492279053,0.9317581057548523,0.9214270710945129,0.9849261045455933,0.8771592974662781,1.1079206466674805,0.880336344242096
0.9931818842887878,0.9207291603088379,0.8967119455337524,0.9296551942825317,0.9834731221199036,0.8835572600364685,1.0440810918807983,0.8929504156112671
0.9936730265617371,0.9248958230018616,0.8474852442741394,0.9335170984268188,0.985431969165802,0.8829174637794495,1.0017471313476562,0.8912051916122437
0.9933511018753052,0.9244791865348816,0.8248828649520874,0.9321818351745605,0.986358106136322,0.8726807236671448,0.9591625928878784,0.8843892812728882
0.9944568872451782,0.9301041960716248,0.7714033722877502,0.9365163445472717,0.9867544770240784,0.8944337964057922,0.9586569666862488,0.9007833003997803
0.9946204423904419,0.9287499785423279,0.806544840335846,0.9356681704521179,0.9859396815299988,0.8886756300926208,0.9906830787658691,0.8968202471733093
0.9935358762741089,0.9228125214576721,0.8823017477989197,0.9300677180290222,0.9866856336593628,0.8937940001487732,1.041568398475647,0.8969539999961853
0.9923990964889526,0.9221875071525574,0.9465854167938232,0.9284504652023315,0.986254096031189,0.8701215386390686,1.1179827451705933,0.8797138929367065
0.9952613115310669,0.9346874952316284,0.817499577999115,0.9411889314651489,0.9861670136451721,0.8848368525505066,0.9463770985603333,0.8911917209625244
0.9950900673866272,0.9334375262260437,0.7887904047966003,0.9393587708473206,0.9863867163658142,0.8809980750083923,1.0226519107818604,0.8869395852088928
0.9943476319313049,0.933020830154419,0.8325677514076233,0.9387345314025879,0.9862062335014343,0.8886756300926208,0.9211306571960449,0.8930654525756836
0.9955036044120789,0.9387500286102295,0.7104639410972595,0.9453298449516296,0.9851142168045044,0.87587970495224,0.9700449109077454,0.88621586561203
0.9940567016601562,0.9251041412353516,0.8996731638908386,0.9343653917312622,0.9872521162033081,0.8893154263496399,1.0079838037490845,0.8954545259475708
0.9950302243232727,0.9369791746139526,0.8134570717811584,0.9427517056465149,0.9877479076385498,0.8829174637794495,0.9532501697540283,0.8892487287521362
0.9959231615066528,0.9437500238418579,0.7450165152549744,0.948542594909668,0.9870733618736267,0.8867562413215637,0.9256043434143066,0.8936446309089661
0.9958019852638245,0.9424999952316284,0.7531265616416931,0.9481505155563354,0.9776067733764648,0.864363431930542,1.0381569862365723,0.8716785311698914
0.9949910044670105,0.9410416483879089,0.7493362426757812,0.9468578696250916,0.9830732345581055,0.8777990937232971,1.0855684280395508,0.8827720284461975
0.9939801096916199,0.9311458468437195,0.88419109582901,0.9366821646690369,0.9836916327476501,0.8873960375785828,1.068618655204773,0.8933680057525635
0.9958667755126953,0.9434375166893005,0.7785643935203552,0.9483557939529419,0.9860771298408508,0.8880358338356018,0.9985210299491882,0.8942931294441223
0.9961265325546265,0.9441666603088379,0.7620683908462524,0.9475840330123901,0.9876051545143127,0.8880358338356018,0.8849439024925232,0.8961039185523987
0.9965105056762695,0.9491666555404663,0.67879718542099,0.9537572264671326,0.9839457869529724,0.890595018863678,0.9689920544624329,0.8938511610031128
0.9961908459663391,0.9483333230018616,0.7185110449790955,0.9518705606460571,0.9849532246589661,0.8784388899803162,0.9668384194374084,0.8860676884651184
0.9942970275878906,0.932812511920929,0.8824228644371033,0.9389111399650574,0.9859010577201843,0.8797184824943542,1.2538443803787231,0.8875893354415894
0.9949795007705688,0.9386458396911621,0.9432311058044434,0.9437124729156494,0.985857367515564,0.8867562413215637,0.9586865901947021,0.8918393850326538
0.99742591381073,0.9573958516120911,0.6454211473464966,0.9605621695518494,0.9869367480278015,0.8886756300926208,0.8492391109466553,0.8914728760719299
0.9974032044410706,0.9579166769981384,0.6031786799430847,0.9617646932601929,0.9854550957679749,0.891234815120697,0.8270575404167175,0.8960619568824768
0.9965674877166748,0.9488541483879089,0.6891765594482422,0.954334557056427,0.9855012893676758,0.8925144076347351,1.0252277851104736,0.8983160853385925
0.9956783056259155,0.9427083134651184,0.8390064835548401,0.9479945302009583,0.9844940900802612,0.8848368525505066,1.0700666904449463,0.8934373259544373
0.9963294863700867,0.9458333253860474,0.8047716617584229,0.9511424899101257,0.9840385317802429,0.8893154263496399,1.0302566289901733,0.892903208732605
0.9978622198104858,0.9582291841506958,0.6654565334320068,0.9612842202186584,0.9857919812202454,0.8797184824943542,0.9129080772399902,0.8868046402931213
0.9966921806335449,0.9538541436195374,0.6880609393119812,0.9575674533843994,0.9833202362060547,0.8963531851768494,1.0011698007583618,0.9031007885932922
0.9962529540061951,0.9465625286102295,0.7909345626831055,0.9511630535125732,0.9830873608589172,0.8899552226066589,1.04334557056427,0.8952134251594543
0.9951705932617188,0.940833330154419,0.8996763229370117,0.9459715485572815,0.9844093918800354,0.890595018863678,1.1591098308563232,0.895281195640564
0.997089684009552,0.9546874761581421,0.7700009942054749,0.959406852722168,0.9844555854797363,0.8963531851768494,0.9447949528694153,0.9008424878120422
0.9975481629371643,0.9587500095367432,0.6669026017189026,0.9606282711029053,0.9874864816665649,0.8976327776908875,0.8594666123390198,0.9025177359580994
0.9976528286933899,0.9605208039283752,0.6408743858337402,0.9644281268119812,0.9854487180709839,0.8931542038917542,0.9058725237846375,0.8956185579299927
